41,18467,0
6334,500,0
19169,15724,0
11478,3358,0
962,24464,0
5705,2145,0
23281,16827,0
9961,491,0
2995,11942,0
4827,5436,0
6391,14604,0
3902,153,0
292,12382,0
17421,18716,0
19718,19895,0
5447,21726,0
14771,11538,0
1869,19912,0
25667,299,0
17035,9894,0
2703,23811,0
5322,4333,0
17673,4664,0
15141,7711,0
2253,6868,0
25547,1644,0
6662,6757,0
20037,12859,0
8723,9741,0
1529,778,0
12316,3035,0
22190,1842,0
288,4106,0
9040,8942,0
19264,22648,0
1446,23805,0
15890,6729,0
24370,15350,0
15006,5101,0
24393,3548,0
19629,12623,0
24084,19954,0
18756,11840,0
4966,7376,0
13931,308,0
16944,6439,0
24626,11323,0
5537,21538,0
16118,2082,0
22929,16541,0
4833,5115,0
4639,3658,0
22704,9930,0
13977,2306,0
5673,22386,0
5021,2745,0
924,19072,0
6270,5829,0
777,15573,0
5097,16512,0
23986,13290,0
9161,18636,0
22355,24767,0
23655,15574,0
4031,12052,0
1350,1150,0
16941,21724,0
13966,3430,0
5107,4191,0
18007,11337,0
15457,12287,0
1753,10383,0
14945,8909,0
6209,9758,0
24221,18588,0
6422,24946,0
1506,13030,0
16413,3168,0
900,6591,0
18762,1655,0
17410,6359,0
1624,20537,0
21548,6483,0
1595,4041,0
3602,24350,0
10291,4836,0
9374,11020,0
4596,24021,0
1348,23199,0
19668,24484,0
8281,4734,0
53,1999,0
418,1938,0
6900,3788,0
18127,467,0
3728,14893,0
24648,22483,0
17807,2421,0
14310,6617,0
22813,9514,0
14309,7616,0
18935,17451,0
20600,5249,0
16519,5556,0
22798,4303,0
6224,11008,0
5844,6609,0
14989,6702,0
3195,20485,0
3093,14343,0
4523,1587,0
3314,9503,0
7448,25200,0
13458,6618,0
20580,19796,0
14798,15281,0
19589,20798,0
2009,1157,0
20472,23622,0
18538,12292,0
6038,24179,0
18190,3657,0
7958,6191,0
19815,22888,0
19156,11511,0
16202,2634,0
24272,20055,0
20328,22646,0
362,4886,0
18875,2433,0
3869,20142,0
23844,1416,0
21881,5998,0
10322,18651,0
10021,5699,0
3557,2476,0
1892,24389,0
5075,10712,0
2600,2510,0
21003,869,0
17861,14688,0
13401,9789,0
15255,16423,0
5002,10585,0
24182,10285,0
1088,5426,0
2617,23757,0
9832,4932,0
4169,2154,0
25721,17189,0
19976,5329,0
2368,2692,0
21425,10555,0
3434,16549,0
7441,9512,0
4145,18060,0
21718,3753,0
16139,12423,0
16279,25996,0
16687,12529,0
22549,17437,0
19866,12949,0
193,23195,0
3297,20416,0
2286,16105,0
24488,16282,0
12455,25734,0
18114,11701,0
5316,20671,0
5786,12263,0
4313,24355,0
5185,20053,0
912,10808,0
1832,20945,0
4313,1756,0
2321,19558,0
23646,1982,0
481,4144,0
23196,20222,0
7129,2161,0
5535,20450,0
11173,10466,0
12044,21659,0
292,439,0
17253,20024,0
154,3510,0
4745,20649,0
13186,8313,0
4474,2022,0
2168,14018,0
18787,9905,0
17958,7391,0
10202,3625,0
477,4414,0
9314,25824,0
3334,25874,0
24372,20159,0
11833,2070,0
7487,2297,0
7518,8177,0
17773,6270,0
1763,2668,0
17192,13985,0
3102,8480,0
3213,7627,0
4802,4099,0
4527,2625,0
1543,1924,0
11023,3972,0
13061,14181,0
5003,1432,0
17505,1593,0
22725,13031,0
8492,142,0
17222,5286,0
13064,7900,0
19187,8360,0
22413,4974,0
14270,3170,0
235,4833,0
19711,25760,0
18896,4667,0
7285,12550,0
140,13694,0
2695,21624,0
2019,2125,0
576,21694,0
22658,302,0
17371,22466,0
4678,22593,0
23851,25484,0
1018,2464,0
21119,23152,0
2800,18087,0
5060,1926,0
9010,4757,0
6170,20315,0
9576,4227,0
12043,22758,0
7164,5109,0
7882,17086,0
3565,3487,0
3577,14474,0
2625,25627,0
5629,5928,0
25423,2520,0
6902,14962,0
123,24596,0
3737,13261,0
10195,6525,0
1264,8260,0
6202,8116,0
5030,20326,0
3011,4771,0
6411,25547,0
21153,21520,0
3790,14924,0
4188,21763,0
4940,20851,0
18662,13829,0
4900,17713,0
18958,17578,0
8365,13007,0
11477,1200,0
58,6439,0
2303,12760,0
19357,2324,0
6477,5108,0
21113,14887,0
19801,22850,0
14460,22428,0
12993,1384,0
19405,6540,0
5111,2704,0
12835,6356,0
6072,3350,0
18823,14485,0
20556,23216,0
1626,9357,0
8526,13357,0
3337,23271,0
23869,3361,0
12896,13022,0
3617,10112,0
12717,18696,0
11585,24041,0
24423,24129,0
24229,4565,0
6559,8932,0
22296,3855,0
12053,16962,0
3584,3734,0
6654,16972,0
21457,14369,0
22532,2963,0
2607,2483,0
911,11635,0
10067,22848,0
4675,12938,0
2223,22142,0
23754,6511,0
22741,20175,0
21459,17825,0
3221,17870,0
1626,5934,0
15205,5783,0
23850,17398,0
22279,22701,0
12193,12734,0
1637,534,0
5556,1993,0
10176,25705,0
6962,10548,0
15881,300,0
14413,16641,0
19855,24855,0
13142,11462,0
1611,4877,0
20424,6678,0
1752,18443,0
2296,12673,0
10040,9313,0
875,20072,0
12818,610,0
1017,14932,0
2112,4695,0
13169,23831,0
20040,488,0
2685,19090,0
19497,2589,0
25990,15145,0
19353,19314,0
18651,740,0
22044,11258,0
335,8759,0
11192,7605,0
25264,12181,0
2503,3829,0
23775,20608,0
3292,5997,0
17549,3556,0
25561,5627,0
6467,3541,0
129,5240,0
1813,3174,0
20601,6077,0
20215,8683,0
8213,23992,0
25824,5601,0
23392,15759,0
2670,428,0
2027,4084,0
10075,18786,0
15498,24970,0
6287,23847,0
6604,503,0
21221,22663,0
5706,2363,0
9010,22171,0
1489,18240,0
12164,25542,0
7619,20913,0
7591,6704,0
5818,9232,0
750,25205,0
4975,1539,0
303,11422,0
21098,11247,0
13584,13648,0
2971,17864,0
22913,11075,0
21545,2712,0
17546,18678,0
1769,15262,0
8519,13985,0
2289,15944,0
2865,18540,0
23245,25508,0
2318,1870,0
9601,2323,0
21132,24472,0
1152,25087,0
2570,3763,0
3901,17103,0
14423,3527,0
11600,969,0
14015,5565,0
28,21543,0
25347,2088,0
2943,12637,0
22409,463,0
5049,4681,0
1588,11342,0
608,6060,0
21221,1758,0
3954,20888,0
14146,690,0
7949,12843,0
21430,25620,0
748,1067,0
4536,20783,0
18035,6226,0
15185,7038,0
9853,25629,0
11224,15748,0
19923,3359,0
6257,24766,0
4944,14955,0
23318,6726,0
25411,21025,0
20355,5001,0
22549,9496,0
18584,9515,0
17964,23342,0
8075,17913,0
16142,5196,0
21948,25072,0
20426,14606,0
173,24429,0
6404,6705,0
20626,3812,0
19375,4093,0
16565,16036,0
14736,3141,0
4814,5994,0
8256,6652,0
23936,4838,0
20482,1355,0
21015,1131,0
18230,17841,0
14625,2011,0
6637,4186,0
19690,1650,0
5662,21634,0
10893,10353,0
21416,13452,0
14008,7262,0
22233,5454,0
16303,16634,0
303,14256,0
148,11124,0
12317,4213,0
1109,24028,0
3200,21080,0
21318,16858,0
24050,24155,0
5361,15264,0
11903,3676,0
3643,909,0
14902,3561,0
2489,24948,0
1282,13653,0
4674,2220,0
5402,6923,0
3831,19369,0
3878,20259,0
19008,22619,0
23971,4003,0
21945,9781,0
504,12392,0
6685,25313,0
6698,5589,0
12722,5938,0
19037,6410,0
5461,6234,0
12508,9961,0
3959,6493,0
1515,25269,0
24937,2869,0
58,14700,0
13971,264,0
15117,16215,0
24555,7815,0
18330,3039,0
4212,3288,0
2082,1954,0
16085,20710,0
24484,24774,0
8380,3815,0
25951,6541,0
18115,1679,0
17110,25898,0
23073,788,0
23977,18132,0
3956,2689,0
113,10008,0
12941,15790,0
1723,21363,0
28,25184,0
24778,7200,0
5071,1885,0
21974,1071,0
11333,22867,0
153,14295,0
6168,20825,0
9676,15629,0
2650,2598,0
3309,4693,0
4686,4080,0
10116,12249,0
667,1528,0
679,7864,0
3421,8405,0
8826,6816,0
7516,1726,0
2666,3087,0
1681,19964,0
1340,5686,0
6021,11662,0
14721,6064,0
3309,20415,0
17902,3873,0
17124,23941,0
6745,5762,0
2423,1531,0
4806,12268,0
9318,5602,0
5907,24307,0
23481,1012,0
21136,630,0
24114,809,0
4084,23556,0
12290,21293,0
3996,3152,0
1054,25345,0
14708,248,0
7491,13712,0
5131,4114,0
16439,7958,0
24722,3704,0
6995,1052,0
25269,7479,0
18238,423,0
1918,10866,0
17659,6498,0
2486,21196,0
7462,633,0
12158,12022,0
1146,18392,0
13037,3925,0
10647,3458,0
6602,4807,0
4098,1830,0
3292,14600,0
7278,20799,0
18352,20448,0
13882,540,0
2315,4575,0
8762,9567,0
22336,18397,0
5418,19897,0
25828,13851,0
816,24230,0
4449,16925,0
658,229,0
24520,10940,0
3560,15147,0
25162,1655,0
20675,792,0
22361,5754,0
16398,23146,0
8714,946,0
21188,19569,0
8638,1663,0
15075,24515,0
11521,475,0
15615,20528,0
13234,12570,0
905,9464,0
19557,2962,0
14161,4524,0
12549,17469,0
330,5923,0
2350,14333,0
22925,10910,0
19737,16336,0
18337,1278,0
12393,7636,0
4714,2164,0
5591,19949,0
19135,2505,0
13337,10004,0
16337,2623,0
2664,9970,0
25608,4568,0
19281,7085,0
9152,18373,0
2652,8194,0
9876,23826,0
2396,7572,0
6249,14640,0
3174,18819,0
943,6611,0
1941,20289,0
8419,5565,0
3805,7585,0
16216,5450,0
1615,2609,0
11064,9166,0
16893,16074,0
13509,4300,0
19695,9573,0
15589,13161,0
5172,17968,0
1358,31,0
268,19426,0
2510,10422,0
4774,8779,0
4910,23552,0
4182,25391,0
15495,5764,0
874,1364,0
14902,2255,0
4460,474,0
6972,821,0
122,25547,0
21577,9789,0
25605,4195,0
1594,7950,0
16343,754,0
2481,1012,0
11672,23439,0
13428,5912,0
9762,5967,0
24408,4415,0
1908,17223,0
11759,434,0
5204,3486,0
4319,958,0
5945,806,0
8166,18700,0
11367,17692,0
21787,2532,0
4556,4974,0
3447,5021,0
18283,222,0
3331,2376,0
2583,948,0
12723,17982,0
22018,14776,0
9220,5111,0
6182,23856,0
19490,8925,0
4324,6486,0
19677,15969,0
11643,7534,0
15677,22668,0
5068,21991,0
6196,7783,0
16828,7727,0
3426,15871,0
10697,17612,0
18703,11027,0
11408,5545,0
9508,7185,0
4238,24237,0
443,21313,0
22501,8850,0
25128,2111,0
23650,2149,0
11192,1454,0
15869,681,0
1465,20267,0
17713,19793,0
18634,25472,0
20972,22830,0
24901,2442,0
5177,13877,0
25770,702,0
14364,1381,0
16590,8823,0
2237,8023,0
6179,16595,0
20169,2327,0
12042,5310,0
2182,11058,0
7926,9487,0
1670,6528,0
5651,2258,0
7213,9860,0
25783,21286,0
2742,8610,0
4472,7128,0
18434,5841,0
20718,3503,0
14867,24865,0
10938,1881,0
9257,22750,0
2614,18598,0
2458,2661,0
63,6756,0
20807,20278,0
19489,19435,0
6365,6075,0
7586,1386,0
7833,8360,0
13330,48,0
8928,3492,0
12433,23840,0
6766,1735,0
19810,11599,0
11837,21892,0
5982,7328,0
3352,11369,0
5244,21794,0
6608,9252,0
11647,17432,0
9535,7208,0
3264,3497,0
23243,1649,0
22015,841,0
189,16100,0
19812,4648,0
9523,19851,0
24474,2633,0
3891,1200,0
19854,9990,0
25697,4919,0
17780,22578,0
12931,6544,0
3340,13487,0
899,22525,0
8483,5538,0
7492,6193,0
2252,25011,0
1560,15834,0
1840,5497,0
2785,18529,0
5540,18805,0
2791,13392,0
13210,13549,0
21578,979,0
4971,9277,0
73,20193,0
1620,21497,0
13826,5276,0
19790,6582,0
13578,11159,0
20418,489,0
159,3449,0
12924,9072,0
10380,1008,0
1967,10208,0
6477,18503,0
15370,6607,0
14196,12074,0
13722,12611,0
19019,2761,0
11056,12890,0
5163,16683,0
13716,19932,0
25452,2741,0
4954,6813,0
2862,10396,0
15460,20615,0
10904,2599,0
20136,4680,0
9198,1032,0
14387,6584,0
7240,3517,0
17006,8670,0
241,18882,0
25249,3523,0
5758,12105,0
3621,17095,0
7296,9916,0
15678,10178,0
13579,25058,0
1577,12750,0
14007,23729,0
24081,2995,0
2678,24676,0
1753,20899,0
11784,15565,0
3093,13608,0
6172,11243,0
3929,7514,0
10168,5055,0
11191,5973,0
8922,6748,0
5651,10986,0
2144,16446,0
5577,517,0
14629,3916,0
5874,15791,0
15469,22912,0
8146,4693,0
9091,9815,0
949,857,0
20640,52,0
236,8551,0
9487,5226,0
2162,16955,0
23183,8394,0
4180,16097,0
3065,1065,0
2513,9261,0
12578,21078,0
16878,14140,0
4611,5947,0
2445,170,0
3975,13489,0
24750,6149,0
3333,13865,0
22214,17282,0
1007,1432,0
8896,16367,0
2522,4882,0
5810,17641,0
7231,2187,0
6705,6479,0
6321,6538,0
5351,19447,0
24208,9646,0
22276,25759,0
4189,4422,0
1666,8486,0
3455,2028,0
3614,4860,0
3253,11777,0
5348,12503,0
10861,22431,0
3082,12455,0
14197,22106,0
8752,15821,0
17296,281,0
21,24455,0
15947,1124,0
18318,9135,0
11376,1774,0
3859,24998,0
12074,9253,0
6922,10635,0
1643,2888,0
8153,13232,0
4747,2680,0
19926,25678,0
6450,14801,0
24961,14199,0
20855,363,0
5716,10573,0
5561,23245,0
6473,2274,0
1550,24353,0
1181,4287,0
2699,18110,0
18643,17465,0
7172,2529,0
9981,2112,0
13476,4381,0
8247,890,0
16671,8805,0
6372,4032,0
3989,9320,0
23165,15431,0
9658,11293,0
17206,578,0
16948,2206,0
1171,18166,0
3396,16697,0
5020,23694,0
15529,14788,0
4109,17984,0
11969,2978,0
21617,4015,0
16626,3684,0
9168,17906,0
25928,12097,0
2118,24390,0
15199,11785,0
14486,19199,0
12420,20710,0
18271,15813,0
1415,6085,0
318,3580,0
1331,7267,0
8387,13444,0
23186,14507,0
4360,17827,0
2074,431,0
7152,4271,0
10268,4693,0
19885,337,0
5311,17604,0
12677,406,0
7768,3022,0
19413,5000,0
542,17537,0
4038,21388,0
7355,13289,0
5647,3181,0
13093,16584,0
10987,10761,0
20493,8217,0
9501,17482,0
3447,15665,0
10753,22104,0
15084,19095,0
13525,4221,0
3964,21781,0
4872,8106,0
3656,3343,0
22593,1080,0
16080,14868,0
21411,13713,0
20968,3251,0
1216,12079,0
2768,17040,0
5531,12933,0
23779,20663,0
12259,653,0
1936,2095,0
24365,11874,0
7720,835,0
25680,8976,0
18455,5725,0
4071,24808,0
13559,9156,0
5602,17832,0
7905,10440,0
7375,21562,0
22885,21962,0
21080,1836,0
10797,5202,0
10508,10080,0
5340,12076,0
9058,5493,0
7740,8546,0
20474,24773,0
19097,8880,0
23335,11072,0
23400,707,0
22955,20666,0
4141,23588,0
12481,17168,0
2315,19396,0
16225,1009,0
22012,18136,0
11455,18762,0
25043,742,0
21,17922,0
24512,9248,0
18,1368,0
23717,9714,0
17650,13290,0
3335,12759,0
3169,21895,0
5303,22640,0
21979,24199,0
3105,24791,0
18661,8681,0
3652,8753,0
24033,6029,0
15987,7042,0
253,20083,0
11420,15814,0
6718,12244,0
5063,7229,0
20652,18864,0
4769,4470,0
15005,21047,0
1594,21487,0
24326,3276,0
21323,6540,0
7679,23990,0
6588,24710,0
3271,17945,0
3221,2470,0
20183,23589,0
23955,4978,0
24779,5006,0
13262,20135,0
23487,1196,0
3033,2088,0
12935,19779,0
15993,14790,0
24962,18965,0
11001,19105,0
11807,24567,0
2669,3134,0
6671,1457,0
12998,3545,0
13597,14218,0
8838,14844,0
7372,8563,0
21028,3264,0
2801,14723,0
13490,7604,0
5601,24227,0
11197,23692,0
19771,20363,0
3301,22363,0
7721,3565,0
17421,23445,0
18610,495,0
16741,15022,0
5812,3151,0
23015,8055,0
3393,8738,0
15279,19882,0
1608,12654,0
3822,6707,0
24245,1338,0
144,22290,0
5339,23154,0
24604,4623,0
22225,20078,0
21724,5981,0
2330,3733,0
2223,20594,0
3130,18846,0
4987,3445,0
18805,8616,0
5750,20489,0
1338,21963,0
2135,14697,0
6209,21630,0
23224,1908,0
737,24474,0
5920,1372,0
10293,3855,0
6734,9561,0
5056,1606,0
8184,7075,0
2382,14119,0
6741,4432,0
24684,12779,0
12279,18283,0
20667,4836,0
24125,24118,0
12737,18028,0
6119,20577,0
10737,14091,0
20556,22795,0
16060,21901,0
8793,3432,0
2136,4580,0
14875,5907,0
21184,2074,0
8719,790,0
20476,4041,0
3351,8329,0
16290,22974,0
23072,3591,0
12189,15787,0
5490,3239,0
14893,3053,0
17063,10681,0
25903,1005,0
24176,18479,0
1695,6139,0
6468,13998,0
21083,23639,0
3515,1621,0
3993,15826,0
15722,23838,0
24828,12581,0
24399,8978,0
11891,1023,0
943,24834,0
14243,7349,0
2702,8707,0
20502,25141,0
10687,8346,0
15891,24637,0
18413,11400,0
22816,5690,0
13162,8935,0
3126,19410,0
19877,11382,0
260,1189,0
705,13874,0
2663,20722,0
6195,22566,0
16360,6038,0
18588,7811,0
2245,9467,0
6425,867,0
13189,10542,0
13063,21547,0
